"","film","revenue","adult","budget","language","popularity","runtime","vote.average","vote.count","id","tagline","release.date","genres"
"3865","Baby's Day Out",16671505,"False",50000000,"en",8.768,99,"5.9",671,11212,"No Bib. No Crib. No Problem.","01/07/1994","[12, 35, 80, 10751]"
"3866","The Flintstones",341631208,"False",46000000,"en",12.966,91,"5.2",1433,888,"Yabba-Dabba-Doo!","26/05/1994","[35, 14, 10751]"
"3867","Street Fighter",99423521,"False",35000000,"en",14.91,102,"4.3",754,11667,"The fight to save the world is on!","23/12/1994","[28, 12, 53, 18, 878]"
"3868","Beverly Hills Cop III",119208989,"False",50000000,"en",12.643,104,"5.8",925,306,"In for the ride of his life!","24/05/1994","[28, 35, 80]"
"3869","Ed Wood",5887457,"False",18000000,"en",9.29,127,"7.5",1319,522,"When it came to making bad movies, Ed Wood was the best.","27/09/1994","[35, 18, 36]"
"3870","Dragon Ball Z: Bio-Broly",0,"False",0,"ja",9.881,50,"5.7",271,39106,"","09/07/1994","[28, 16, 878]"
"3871","Maverick",183031272,"False",75000000,"en",9.609,127,"6.8",867,9359,"In their hands, a deck of cards was the only thing more dangerous than a gun.","20/05/1994","[28, 12, 35, 18, 37]"
"3872","Muriel's Wedding",15119639,"False",3000000,"en",10.827,106,"7",203,236,"Success is the best revenge.","22/08/1994","[35, 18, 10749]"
"3873","Blown Away",30156002,"False",0,"en",7.324,121,"6.1",249,178,"5. 4. 3. 2. 1......Time's Up.","01/07/1994","[53]"
"3874","The Land Before Time: The Great Valley Adventure",0,"False",0,"en",9.821,73,"6.2",360,15997,"","12/12/1994","[12, 16, 10751]"
"3875","Little Women",0,"False",18000000,"en",13.301,115,"7.2",599,9587,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.","21/12/1994","[18, 10749]"
"3876","Frankenstein",112006296,"False",45000000,"en",13.75,123,"6.3",658,3036,"Be Warned.  It's Alive","04/11/1994","[18, 27, 878, 10749]"
"3877","The Swan Princess",9771658,"False",20000000,"en",12.3,89,"6.6",595,22586,"An enchanting classic destined to capture your heart and free your spirit.","18/11/1994","[12, 16, 35, 14, 10751]"
"3878","The NeverEnding Story III",0,"False",17000000,"en",10.746,95,"4.3",218,27793,"It's a brand new beginning in the adventure that never ends","26/10/1994","[14, 10751]"
"3879","Fist of Legend",1907743,"False",0,"zh",7.756,103,"7.3",221,17809,"To avenge his masters death, He'll fight like never before!","22/12/1994","[28]"
"3880","Threesome",0,"False",0,"en",10.001,93,"6.4",114,10635,"One girl. Two guys. Three possibilities.","08/04/1994","[35, 18, 10749]"
"3881","The Legend of Drunken Master",11555430,"False",10000000,"cn",13.849,102,"7.3",438,12207,"He's got a secret weapon with a lot of kick.","03/02/1994","[28, 35]"
"3882","The Getaway",30,"False",0,"en",8.208,115,"5.5",160,2087,"","11/02/1994","[28, 18, 9648, 53]"
"3883","New Nightmare",18090181,"False",14000000,"en",13.407,112,"6.4",693,11596,"This time the terror doesn't stop at the screen.","13/10/1994","[14, 27, 9648, 53]"
"3884","Clerks",3151130,"False",27000,"en",10.904,92,"7.4",1438,2292,"Just because they serve you doesn't mean they like you.","13/09/1994","[35]"
"3885","Wyatt Earp",25052000,"False",63000000,"en",11.437,191,"6.6",395,12160,"The epic story of love and adventure in a lawless land.","24/06/1994","[18, 28, 37, 12]"
"3886","Dinosaur Island",0,"False",0,"en",7.354,85,"4.4",14,28138,"","23/03/1994","[12, 35, 14]"
"3887","Don Juan DeMarco",22200000,"False",25000000,"en",12.433,97,"6.4",404,1909,"The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!","12/10/1994","[35, 18, 10749]"
"3888","The Specialist",170362582,"False",45000000,"en",11.926,110,"5.6",631,2636,"The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.","07/10/1994","[28, 53]"
"3889","On Deadly Ground",4.9e+07,"False",50000000,"en",8.415,102,"4.7",225,9624,"His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...","18/02/1994","[28, 53]"
"3890","Police Academy: Mission to Moscow",126247,"False",0,"en",10.153,83,"4.4",440,11546,"Just when we thought the Cold War was over, leave it to these guys to heat it up again.","09/06/1994","[35, 80]"
"3891","Three Colors: White",0,"False",0,"fr",9.342,92,"7.6",510,109,"","26/01/1994","[35, 18, 9648]"
"3892","Asterix Conquers America",0,"False",0,"fr",8.892,85,"6.1",326,9369,"","27/09/1994","[10751, 16, 12, 35]"
"3893","Pom Poko",0,"False",0,"ja",10.09,119,"7.2",417,15283,"A Fantastic Tale Of Survival","16/07/1994","[12, 16, 14]"
"3894","Wolf",131002597,"False",70000000,"en",12.923,125,"6.1",491,10395,"The animal is out.","17/06/1994","[18, 14, 27]"
"3895","D2: The Mighty Ducks",45610410,"False",0,"en",12.62,106,"5.9",286,11164,"The Puck Stops Here!","25/03/1994","[28, 35, 18, 10751]"
"3896","The Pagemaster",13670688,"False",27000000,"en",9.118,80,"6.4",461,15139,"All The Adventure Your Imagination Can Hold.","23/11/1994","[16, 14, 878, 10751]"
"3897","Ri¢hie Ri¢h",0,"False",40000000,"en",12.723,95,"5.6",1202,11011,"An adventure so big... even the world's richest kid can't afford to miss it!","19/12/1994","[35, 10751]"
"3898","Greedy",13145977,"False",0,"en",6.853,113,"6.2",127,12778,"Where there’s a will, there’s a relative.","04/03/1994","[35]"
"3899","The Client",117615211,"False",45000000,"en",12.449,119,"6.6",576,10731,"A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.","20/07/1994","[18, 53, 80, 9648]"
"3900","The Little Rascals",67308282,"False",0,"en",12.064,82,"6.4",560,10897,"Mischief loves company","05/08/1994","[10749, 35, 10751]"
"3901","Quiz Show",0,"False",0,"en",11.808,133,"7.3",481,11450,"Fifty million people watched but no one saw a thing.","25/08/1994","[36, 18]"
"3902","Thumbelina",11373501,"False",28000000,"en",9.778,87,"6.3",266,28032,"Follow your heart and nothing is impossible.","30/03/1994","[16, 18, 10751, 14]"
"3903","3 Ninjas Kick Back",11798854,"False",20000000,"en",8.774,93,"5.1",141,18885,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure","06/05/1994","[28, 12, 35, 10751]"
"3904","Exotica",0,"False",0,"en",9.017,103,"6.9",123,20156,"In a world of temptation, obsession is the deadliest desire.","30/11/1994","[18, 9648]"
"3905","Bad Girls",15240435,"False",0,"en",7.754,99,"5.1",110,11853,"It was a dangerous time to be a woman. And a good time to have friends.","22/04/1994","[37, 10749]"
"3906","Drop Zone",28735315,"False",45000000,"en",10.749,101,"5.5",193,4954,"Taking crime to new heights","08/12/1994","[28]"
"3907","When a Man Loves a Woman",50021959,"False",0,"en",7.997,126,"6.6",155,10449,"Through the good times. Through the bad times. When a Man Loves a Woman it's for all times.","29/04/1994","[18, 10749]"
"3908","Clear and Present Danger",215887717,"False",62000000,"en",11.572,141,"6.6",746,9331,"The war of drugs would lead him to the war of power.","03/08/1994","[28, 18, 53]"
"3909","Reality Bites",20079850,"False",11500000,"en",10.433,99,"6.6",389,2788,"A comedy about love in the '90s","18/02/1994","[18, 35, 10749]"
"3910","The Next Karate Kid",15826984,"False",12000000,"en",6.979,107,"5.2",491,11231,"Who says the good guy has to be a guy?","18/07/1994","[12]"
"3911","Immortal Beloved",0,"False",120,"en",7.475,121,"7",164,13701,"","16/12/1994","[18, 10402, 10749]"
"3912","Little Giants",0,"False",0,"en",7.468,107,"6.1",200,20726,"For everyone who's waited to be chosen, and wasn't... your day has come.","14/10/1994","[35, 10751]"
"3913","Miracle on 34th Street",46264384,"False",0,"en",11.288,114,"6.6",553,10510,"If you really believe, anything can happen.","18/11/1994","[14, 18, 10751]"
"3914","The Shadow",48063435,"False",25000000,"en",9.458,108,"5.9",271,8850,"The Shadow Knows!","01/07/1994","[28, 12, 14, 878, 53]"
"3915","Timecop",101646581,"False",27000000,"en",11.262,99,"5.8",568,8831,"They killed his wife ten years ago. There's still time to save her. Murder is forever… until now.","15/09/1994","[28, 80, 878, 53]"
"3916","Heavenly Creatures",3049135,"False",5000000,"en",11.158,109,"7.1",524,1024,"Not all angels are innocent.","12/09/1994","[18, 14]"
"3917","To Live",0,"False",0,"zh",7.932,133,"7.9",106,31439,"","26/05/1994","[18, 10749, 10752]"
"3918","Color of Night",19726050,"False",40000000,"en",11.021,121,"5.4",244,2124,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.","19/08/1994","[18, 53, 10749]"
"3919","Death Wish V: The Face of Death",1702394,"False",5000000,"en",7.65,95,"4.8",99,34746,"No judge. No jury. No appeals. No deals.","14/01/1994","[28, 80, 18]"
"3920","Highlander: The Final Dimension",36800000,"False",26000000,"en",9.672,99,"4.6",233,8011,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.","29/11/1994","[14]"
"3921","The Santa Clause",189833357,"False",22000000,"en",10.864,97,"6.3",1148,11395,"What if your dad was Santa Claus?","10/11/1994","[14, 18, 35, 10751]"
"3922","The Last Seduction",0,"False",2500000,"en",7.661,110,"6.7",148,25284,"She wants it all...","26/05/1994","[53, 9648, 10770]"
"3923","The Puppet Masters",8638072,"False",0,"en",6.894,109,"5.7",83,25557,"Trust No One","21/10/1994","[27, 878, 53]"
"3924","Fresh",0,"False",0,"en",6.4,114,"7.5",92,13815,"","24/08/1994","[80, 18, 53]"
"3925","In the Mouth of Madness",8946600,"False",8000000,"en",10.587,95,"7.2",776,2654,"Lived Any Good Books Lately?","18/06/1994","[27, 9648, 53]"
"3926","Satantango",0,"False",1500000,"hu",8.378,432,"8.2",105,31414,"","08/02/1994","[18]"
"3927","The Adventures of Priscilla, Queen of the Desert",11224491,"False",0,"en",9.628,104,"7.3",393,2759,"She's back... Looking as gorgeous and outrageous as ever in a brand new frock.","31/05/1994","[35, 18]"
"3928","A Troll in Central Park",71368,"False",23000000,"en",6.676,76,"5",85,35614,"Believe in Yourself and You Can Do Anything!","07/10/1994","[16, 14, 878, 10751]"
"3929","Airheads",0,"False",0,"en",10.445,92,"5.8",377,13595,"The amps are on but nobody's home.","05/08/1994","[35, 80, 10402]"
"3930","Double Dragon",2341309,"False",3500000,"en",7.868,89,"4.1",150,2436,"Power. Justice. Darkness. Light.","04/11/1994","[28, 12, 35, 878]"
"3931","No Escape",15340000,"False",20000000,"en",6.613,118,"6.2",197,10447,"No Guards. No Walls.","29/04/1994","[28, 18, 878, 53]"
"3932","The Hudsucker Proxy",0,"False",30000000,"en",9.862,111,"7.2",539,11934,"They took him for a fall guy... but he threw them for a hoop.","11/03/1994","[35, 18]"
"3933","Renaissance Man",24332324,"False",40000000,"en",7.861,128,"6.1",173,11858,"One Man's Mission To Teach The Few, The Proud... The Impossible!","03/06/1994","[35]"
"3934","The Ref",11439193,"False",11000000,"en",7.859,97,"6.8",171,10872,"They might be his hostages but what they're doing to this guy is criminal.","09/03/1994","[35]"
"3935","Once Were Warriors",1608570,"False",0,"en",7.606,99,"7.6",198,527,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.","02/09/1994","[18]"
"3936","Terminal Velocity",16478900,"False",50000000,"en",6.103,102,"5.3",140,9057,"It's not the fall that kills you...","23/09/1994","[28]"
"3937","Star Trek: Generations",1.2e+08,"False",38000000,"en",6.779,118,"6.5",728,193,"Boldly go.","18/11/1994","[28, 12, 878, 53]"
"3938","It Could Happen to You",0,"False",0,"en",10.137,101,"6.4",327,10660,"A cop. A waitress. A lottery ticket.","29/07/1994","[35, 18, 10749]"
"3939","The Jungle Book",43,"False",0,"en",7.835,111,"5.8",268,10714,"","23/12/1994","[12, 18, 10751]"
"3940","Serial Mom",7820688,"False",13000000,"en",7.084,94,"6.7",311,11592,"Every Mom Wants to Be Wanted, But Not For Murder!","13/04/1994","[35, 80]"
"3941","Nell",106683817,"False",31000000,"en",9.332,112,"6.5",262,1945,"Her heart. Her soul. Her language are a mystery...A mystery called Nell","23/12/1994","[18, 53]"
"3942","Above the Rim",0,"False",0,"en",7.312,96,"6.8",83,19092,"Some games you play. Some games play you.","23/03/1994","[80]"
"3943","Hail the Judge",0,"False",0,"cn",4.847,106,"7.1",26,55156,"","01/01/1994","[35]"
"3944","Disclosure",214015089,"False",55000000,"en",9.958,123,"6.1",461,8984,"Sex Is Power.","09/12/1994","[80, 18, 9648, 53, 10749]"
"3945","Iron Will",0,"False",0,"en",7.563,108,"6.3",112,24767,"","14/01/1994","[12]"
"3946","Texas Chainsaw Massacre: The Next Generation",185898,"False",600000,"en",7.311,95,"3.8",242,16780,"If looks could kill, he wouldn't need a chainsaw.","01/01/1994","[35, 27, 53]"
"3947","Blank Check",0,"False",13000000,"en",7.808,93,"5.4",206,13962,"Quick thinking landed him a million bucks... now everybody's after it!","11/02/1994","[35, 10751]"
"3948","In the Army Now",28881266,"False",0,"en",6.306,91,"4.8",110,12475,"Sleep tight, America! The safety of the free world rests in his hands!","12/08/1994","[35]"
"3949","Hoop Dreams",7830611,"False",700000,"en",7.306,174,"7.9",164,14275,"An Extraordinary True Story.","12/09/1994","[99]"
"3950","North",0,"False",40000000,"en",7.55,87,"5",143,31586,"A family comedy that appeals to the child in everyone.","22/07/1994","[35, 18, 14, 878, 10751]"
"3951","Spanking the Monkey",0,"False",200000,"en",7.778,106,"5.9",41,17600,"A gripping comedy about letting go.","15/01/1994","[35, 18]"
"3952","Eat Drink Man Woman",7294403,"False",0,"zh",6.798,123,"7.6",133,10451,"","03/08/1994","[35, 18, 10749]"
"3953","Crumb",3174695,"False",0,"en",7.297,119,"7.8",132,26564,"Weird sex · Obsession · Comic books","10/09/1994","[99]"
"3954","Major League II",30626182,"False",0,"en",7.997,105,"5.5",151,11067,"The dream team is back!","30/03/1994","[35]"
"3955","Trapped in Paradise",5777916,"False",0,"en",5.796,111,"5.7",111,23719,"The Firpo Brothers can get away with anything. They just can't get away!","02/12/1994","[28, 35]"
"3956","Shallow Grave",0,"False",0,"en",9.705,92,"7.1",514,9905,"The award winning thriller that'll bury you with laughs.","22/12/1994","[80, 53]"
"3957","Angels in the Outfield",50236831,"False",0,"en",8.037,102,"6",249,24795,"Ya Gotta Believe!","15/07/1994","[35, 18]"
"3958","Cemetery Man",0,"False",4000000,"it",7.268,105,"7.1",233,21588,"Zombies, guns, and sex, OH MY!!!","25/03/1994","[35, 18, 14, 27]"
"3959","The Postman",0,"False",0,"it",9.46,108,"8",557,11010,"Dreams do come true.","07/04/1994","[35, 18, 10749]"
"3960","Fear City: A Family-Style Comedy",0,"False",0,"fr",8.763,93,"7.5",644,15097,"","09/03/1994","[35]"
"3961","Black Beauty",0,"False",0,"en",6.506,88,"6.4",141,14522,"","29/07/1994","[28, 12, 18, 10751]"
"3962","Ready to Wear",11300653,"False",15000000,"en",8.328,133,"5.4",86,3586,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear.","23/12/1994","[35, 18]"
"3963","Brainscan",4352094,"False",0,"en",6.248,96,"6.1",114,14237,"Wanna play? I dare you.","22/04/1994","[27]"
"3964","The Chase",8009329,"False",26000000,"en",5.993,89,"5.7",171,10694,"Getting there is twice the fun.","04/03/1994","[28, 35, 80, 53]"
"3965","Lassie",0,"False",0,"en",5.489,94,"6",118,29918,"Best Friends Are Forever","22/07/1994","[12, 10751]"
"3966","A Low Down Dirty Shame",29392418,"False",10000000,"en",4.915,100,"5.6",56,26352,"He's armed and dangerously funny.","23/11/1994","[35, 80]"
"3967","With Honors",20016254,"False",0,"en",5.639,103,"6.6",97,16297,"If you want a degree go to Harvard, If you want an education go to Simon Wilder.","29/04/1994","[35, 18]"
"3968","Death and the Maiden",0,"False",0,"en",6.724,103,"7.1",198,10531,"Prepare yourself for the moment of truth.","04/05/1994","[18, 53, 9648]"
"3969","Corrina, Corrina",0,"False",0,"en",6.972,115,"6.6",244,10464,"","12/08/1994","[35, 18, 10751, 10749]"
"3970","Surviving the Game",7690013,"False",7400000,"en",6.161,96,"6.2",98,17585,"The ultimate manhunt.","15/04/1994","[28]"
"3971","Ashes of Time",0,"False",0,"cn",4.97,100,"7.1",125,40751,"","16/09/1994","[28, 18]"
"3972","Intersection",21355893,"False",45000000,"en",6.869,98,"5.3",80,46717,"Make every move as if it were your last.","21/01/1994","[18, 10749]"
"3973","Only You",0,"False",0,"en",6.715,115,"6.7",231,9058,"A love story written in the stars.","17/09/1994","[35, 10749]"
"3974","I.Q.",0,"False",25000000,"en",6.215,100,"6",216,11777,"Think Love.","24/12/1994","[35, 18, 10749]"
"3975","Little Odessa",0,"False",0,"en",5.235,98,"6.6",84,47504,"Brothers in blood. Partners in crime.","27/10/1994","[80, 18]"
"3976","My Girl 2",0,"False",0,"en",7.214,99,"5.7",242,11317,"There's being a kid. There's being a adult. And then there's that year in between.","11/02/1994","[35, 10751]"
"3977","Sirens",7770731,"False",0,"en",5.92,98,"5.8",57,12519,"In the 1930s, an artist and his models scandalized a nation with their controversial paintings. For a young couple, meeting them was the experience of a lifetime.","04/03/1994","[35, 18]"
"3978","I Love Trouble",61947267,"False",45000000,"en",6.205,123,"5.5",104,10879,"Romance Was Never More Dangerous!","29/06/1994","[28, 35, 10749]"
"3979","Street Fighter II: The Animated Movie",0,"False",0,"ja",6.983,102,"6.6",76,12613,"The Final Battle Of Good Against Evil Is About To Begin!","06/08/1994","[16, 28]"
